id,brand,name,display_size,main_camera,selfie_camera,chipset,storage_and_ram,battary,price
87,Acer,Liquid Z530S,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '8', 'MP']","['Mediatek', 'MT6753', '(28', 'nm)']","['32GB', '3GB', 'RAM']","['Removable', 'Li-Ion', '2420', 'mAh', 'battery']","['About', '150', 'EUR']"
88,Acer,Liquid Z6,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '2', 'MP']","['Mediatek', 'MT6737', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2000', 'mAh', 'battery']",NaN
89,Acer,Liquid Z6 Plus,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '13', 'MP,', 'AF']","['Single', '5', 'MP']","['Mediatek', 'MT6753', '(28', 'nm)']","['32GB', '3GB', 'RAM']","['Non-removable', 'Li-Po', '4080', 'mAh', 'battery']","['About', '120', 'EUR']"
90,Acer,Liquid Z630,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '8', 'MP']","['Mediatek', 'MT6735', '(28', 'nm)']","['8GB', '1GB', 'RAM,', '16GB', '2GB', 'RAM']","['Removable', 'Li-Ion', '4000', 'mAh', 'battery']","['About', '250', 'EUR']"
91,Acer,Liquid Z630S,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '8', 'MP']","['Mediatek', 'MT6753', '(28', 'nm)']","['32GB', '3GB', 'RAM']","['Removable', 'Li-Po', '4000', 'mAh', 'battery', '(15.2', 'Wh)']","['About', '200', 'EUR']"
92,Acer,Liquid Zest,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'f/2.0,', 'AF']","['Single', '5', 'MP']","['Mediatek', 'MT6580', '-', 'Z525Mediatek', 'MT6735', '-', 'Z525']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2000', 'mAh', 'battery']",NaN
93,Acer,Liquid Zest Plus,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '13', 'MP,', 'PDAF,', 'Laser', 'AF']","['Single', '5', 'MP']","['Mediatek', 'MT6735', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['Non-removable', 'Li-Ion', '5000', 'mAh', 'battery']","['About', '110', 'EUR']"
94,Acer,M900,"['3.8', 'inches,', '41.1', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', 'VGA', 'videocall', 'camera']",NaN,NaN,"['Removable', 'Li-Ion', '1530', 'mAh', 'battery']","['About', '200', 'EUR']"
95,Acer,neoTouch,"['3.8', 'inches,', '41.1', 'cm2']","['Single', '5', 'MP,', 'AF']",NaN,"['Qualcomm', 'QSD8250', 'Snapdragon', 'S1']","['256MB', 'RAM,', '512MB', 'ROM']","['Removable', 'Li-Po', '1350', 'mAh', 'battery']",NaN
96,Acer,neoTouch P300,"['3.2', 'inches,', '29.1', 'cm2']","['Single', '3.15', 'MP,', 'AF']","['NaN', 'No']","['Qualcomm', 'MSM7225', 'Snapdragon', 'S1']","['256MB', 'RAM,', '512MB', 'ROM']","['Removable', 'Li-Po', '970', 'mAh', 'battery']",NaN
97,Acer,neoTouch P400,"['3.2', 'inches,', '30.5', 'cm2']","['Single', '3.15', 'MP,', 'AF']","['NaN', 'No']","['Qualcomm', 'MSM7227', 'Snapdragon', 'S1']","['256MB', 'RAM,', '512MB', 'ROM']","['Removable', 'Li-Po', '1090', 'mAh', 'battery']","['About', '80', 'EUR']"
98,Acer,Predator 8,"['8.0', 'inches,', '185.6', 'cm2']","['Single', '5', 'MP']","['Single', '2', 'MP']","['Intel', 'Atom', 'x7-Z8700']","['32GB', '2GB', 'RAM,', '64GB', '2GB', 'RAM']","['Non-removable', 'Li-Po', '4420', 'mAh', 'battery']","['About', '100', 'EUR']"
99,Acer,Stream,"['3.7', 'inches,', '39.0', 'cm2']","['Single', '5', 'MP,', 'AF']","['NaN', 'No']","['Qualcomm', 'QSD8250', 'Snapdragon', 'S1']","['2GB', '512MB', 'RAM']","['Removable', 'Li-Ion', '1400', 'mAh', 'battery']",NaN
100,Acer,X960,"['2.8', 'inches,', '24.3', 'cm2']","['Single', '3.15', 'MP,', 'AF']","['Single', 'VGA']",NaN,"['128MB', 'RAM,', '256MB', 'ROM']","['Removable', 'Li-Po', '1530', 'mAh', 'battery']","['About', '130', 'EUR']"
101,alcatel,10.16G,"['1.8', 'inches,', '10.2', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '400', 'mAh', 'battery']",NaN
102,alcatel,1c (2019),"['5.0', 'inches,', '64.5', 'cm2']","['Single', '5', 'MP']","['Single', '2', 'MP']","['Spreadtrum', 'SC7731E']","['8GB', '1GB', 'RAM']","['2000', 'mAh', 'battery']",NaN
103,alcatel,1s,"['5.5', 'inches,', '78.1', 'cm2']","['Dual', '13', 'MP,', 'f/2.0,', '1/3"",', '1.12µm', '2', 'MP,', 'depth', 'sensor']","['Single', '5', 'MP,', 'f/2.2,', '1/5"",', '1.12µm']","['Unisoc', 'SC9863A']","['32GB', '3GB', 'RAM,', '64GB', '4GB', 'RAM']","['Non-removable', 'Li-Ion', '3060', 'mAh', 'battery']",NaN
104,alcatel,1T 10,"['10.1', 'inches,', '295.8', 'cm2']","['Single', '2', 'MP']","['Single', '2', 'MP']","['Mediatek', 'MT8321', '(28', 'nm)']","['16GB', '1GB', 'RAM']","['Non-removable', 'Li-Ion', '4000', 'mAh', 'battery']",NaN
105,alcatel,1T 7,"['7.0', 'inches,', '137.9', 'cm2']","['Single', '2', 'MP']","['Single', 'VGA']","['Mediatek', 'MT8321A/D', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Non-removable', 'Li-Ion', '2580', 'mAh', 'battery']","['About', '100', 'EUR']"
106,alcatel,1v (2019),"['5.5', 'inches,', '78.1', 'cm2']","['Single', '5', 'MP,', 'f/2.2,', '28mm', '(wide),', '1/5"",', '1.12µm']","['Single', '5', 'MP,', 'f/2.2,', '28mm', '(wide),', '1/5"",', '1.12µm']","['Unisoc', 'SC9863A', '(28nm)']","['16GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2460', 'mAh', 'battery']","['About', '70', 'EUR']"
107,alcatel,1x,"['5.3', 'inches,', '72.5', 'cm2']","['Single', '8', 'MP,', 'f/2.0,', '1/4"",', '1.12µm,', 'AF', '13', 'MP', '(5059D', 'only)']","['Single', '5', 'MP']","['Mediatek', 'MT6739', '(28', 'nm)']","['16GB', '1GB', 'RAM,', '16GB', '2GB', 'RAM']","['Li-Ion', '2460', 'mAh', 'battery']",NaN
108,alcatel,1x (2019),"['5.5', 'inches,', '78.1', 'cm2']","['Dual', '13', 'MP', '2', 'MP']","['Single', '5', 'MP']","['Mediatek', 'MT6739', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['3,0000', 'mAh', 'battery']",NaN
109,alcatel,2000,"['2.4', 'inches,', '17.8', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
110,alcatel,2001,"['2.4', 'inches,', '17.8', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
111,alcatel,2005,"['2.4', 'inches,', '17.8', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '850', 'mAh', 'battery']",NaN
112,alcatel,2007,"['2.4', 'inches,', '17.8', 'cm2']","['Single', '3.15', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '750', 'mAh', 'battery']",NaN
113,alcatel,2010,"['2.4', 'inches,', '17.8', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '750', 'mAh', 'battery']",NaN
114,alcatel,2012,"['2.8', 'inches,', '24.3', 'cm2']","['Single', '3.15', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '750', 'mAh', 'battery']",NaN
115,alcatel,2040,"['2.4', 'inches,', '17.8', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '850', 'mAh', 'battery']",NaN
116,alcatel,2052,"['1.8', 'inches,', '10.2', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '750', 'mAh', 'battery']",NaN
117,alcatel,3,"['5.5', 'inches,', '78.1', 'cm2']","['Single', '13', 'MP,', 'f/2.0,', '1/3"",', '1.12µm,', 'PDAF']","['Single', '5', 'MP']","['Mediatek', 'MT6739', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['Non-removable', 'Li-Ion', '3000', 'mAh', 'battery']","['About', '50', 'EUR']"
118,alcatel,3 (2019),"['5.94', 'inches,', '86.6', 'cm2']","['Dual', '13', 'MP,', 'f/2.0,', '1/3"",', '1.12µm', '5', 'MP,', 'depth', 'sensor']","['Single', '8', 'MP,', 'f/2.0,', '1/4"",', '1.12µm']","['Qualcomm', 'SDM439', 'Snapdragon', '439', '(12', 'nm)']","['32GB', '3GB', 'RAM,', '64GB', '4GB', 'RAM']","['Non-removable', 'Li-Ion', '3500', 'mAh', 'battery']",NaN
119,alcatel,3c,"['6.0', 'inches,', '92.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '5', 'MP']","['Mediatek', 'MT8321', '(28', 'nm)']","['16GB', '1GB', 'RAM']","['Non-removable', 'Li-Ion', '3000', 'mAh', 'battery']",NaN
120,alcatel,3L,"['5.94', 'inches,', '86.6', 'cm2']","['Dual', '13', 'MP,', 'f/2.0,', '1/3"",', '1.12µm', '5', 'MP,', 'depth', 'sensor']","['Single', '8', 'MP,', 'f/2.0,', '1/4"",', '1.12µm']","['Mediatek', 'MT6739', '(28', 'nm)', '-', 'EuropeQualcomm', 'SDM42...']","['16GB', '2GB', 'RAM']","['Li-Ion', '3500', 'mAh', 'battery']",NaN
121,alcatel,3T 10,"['10.0', 'inches,', '290.0', 'cm2']","['Single', '2', 'MP,', 'f/2.8,', '1/5"",', '1.65µm']","['Single', '2', 'MP,', 'f/2.8,', '1/5"",', '1.65µm']",NaN,"['16GB', '2GB', 'RAM']","['Non-removable', 'Li-Ion', '4080', 'mAh', 'battery']",NaN
122,alcatel,3v,"['6.0', 'inches,', '92.9', 'cm2']","['Dual', '12', 'MP,', 'f/2.2,', '1/2.8"",', '1.25', 'μm,', 'PDAF', '2', 'MP,', 'f/2....']","['Single', '5', 'MP']","['Mediatek', 'MT8735A']","['16GB', '2GB', 'RAM,', '32GB', '2GB', 'RAM']","['Non-removable', 'Li-Ion', '3000', 'mAh', 'battery']",NaN
123,alcatel,3x,"['5.7', 'inches,', '83.8', 'cm2']","['Dual', 'NaN']","['Single', 'NaN']","['Mediatek', 'MT6739', '(28', 'nm)']","['16GB', '2GB', 'RAM,', '32GB', '3GB', 'RAM']","['Non-removable', 'Li-Ion', '3000', 'mAh', 'battery']",NaN
124,alcatel,3x (2019),"['6.52', 'inches,', '102.6', 'cm2']","['Triple', '16', 'MP,', 'f/1.8,', '27mm', '(wide),', '1/2.8"",', '1.12µm,', 'PDA...']","['Single', '8', 'MP,', 'f/2.0,', '25mm', '(wide),', '1/4"",', '1.12µm']","['Mediatek', 'MT6763V', 'Helio', 'P23', '(16', 'nm)']","['64GB', '4GB', 'RAM']","['Non-removable', 'Li-Po', '4000', 'mAh', 'battery']",NaN
125,alcatel,5,"['5.7', 'inches,', '83.8', 'cm2']","['Single', '12', 'MP,', 'f/2.2,', '1/2.9"",', '1.25µm,', 'AF']","['Dual', '13', 'MP,', 'f/2.0,', '1.4', 'μm', '5', 'MP,', 'depth', 'sensor']","['Mediatek', 'MT6750', '(28', 'nm)']","['16GB', '2GB', 'RAM,', '32GB', '3GB', 'RAM']","['Non-removable', 'Li-Ion', '3000', 'mAh', 'battery']",NaN
126,alcatel,5v,"['6.2', 'inches,', '96.7', 'cm2']","['Dual', '12', 'MP,', 'f/2.2,', '1/2.8"",', '1.25', 'μm,', 'PDAF', '2', 'MP,', 'f/2....']","['Single', '8', 'MP,', 'f/2.8,', '1/4"",', '1.12', 'μm']","['Mediatek', 'MT6762', 'Helio', 'P22', '(12', 'nm)']","['32GB', '3GB', 'RAM']","['Non-removable', 'Li-Ion', '4000', 'mAh', 'battery']",NaN
127,alcatel,7,"['6.0', 'inches,', '93.8', 'cm2']","['Dual', '12', 'MP,', 'f/2.2,', '27mm', '(wide),', '1/2.8"",', '1.25', 'μm,', 'PD...']","['Single', '8', 'MP,', 'f/2.8,', '1/4"",', '1.12', 'μm']","['Mediatek', 'MT6763T', 'Helio', 'P23', '(16', 'nm)']","['32GB', '2GB', 'RAM']","['Non-removable', 'Li-Ion', '4000', 'mAh', 'battery']",NaN
128,alcatel,A3,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '13', 'MP,', 'f/2.0,', 'AF']","['Single', '5', 'MP']","['Mediatek', 'MT6737', '(28', 'nm)']","['16GB', '1.5GB', 'RAM']","['Non-removable', 'Li-Ion', '2460', 'mAh', 'battery']",NaN
129,alcatel,A3 XL,"['6.0', 'inches,', '99.2', 'cm2']","['Single', '8', 'MP', 'or', '13', 'MP,', 'AF']","['Single', '5', 'MP', 'or', '8', 'MP']","['Mediatek', 'MT8735B']","['8GB', '2GB', 'RAM,', '16GB', '2GB', 'RAM']","['Non-removable', 'Li-Ion', '3000', 'mAh', 'battery']",NaN
130,alcatel,A5 LED,"['5.2', 'inches,', '74.5', 'cm2']","['Single', '8', 'MP,', 'f/2.0,', 'AF']","['Single', '5', 'MP']","['Mediatek', 'MT6753', '(28', 'nm)']","['16GB', '2GB', 'RAM,', '32GB', '3GB', 'RAM']","['Non-removable', 'Li-Ion', '2800', 'mAh', 'battery']",NaN
131,alcatel,A7,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '16', 'MP,', 'f/2.0,', '1/3"",', 'PDAF']","['Single', '8', 'MP']","['Mediatek', 'MT6750T', '(28', 'nm)']","['32GB', '3GB', 'RAM']","['Non-removable', 'Li-Ion', '4000', 'mAh', 'battery']",NaN
132,alcatel,A7 XL,"['6.0', 'inches,', '99.2', 'cm2']","['Dual', '12', 'MP,', 'PDAF', '2', 'MP,', 'depth', 'sensor']","['Single', '5', 'MP']","['Mediatek', 'MT6750S', '(28', 'nm)']","['32GB', '3GB', 'RAM']","['Non-removable', 'Li-Ion', '4000', 'mAh', 'battery']",NaN
133,alcatel,CareTime,"['0.95', 'inches,', '2.7', 'cm2']",NaN,NaN,['MT7198D'],NaN,"['Non-removable', 'Li-Ion', '380', 'mAh', 'battery']",NaN
134,alcatel,Crystal,"['1.8', 'inches,', '10.2', 'cm2']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '720', 'mAh', 'battery']",NaN
135,alcatel,ELLE GlamPhone,"['1.8', 'inches,', '10.2', 'cm2']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '720', 'mAh', 'battery']",NaN
136,alcatel,ELLE No 3,"['1.9', 'inches,', '11.4', 'cm2']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '700', 'mAh', 'battery']",NaN
137,alcatel,Evolve,"['4.0', 'inches,', '45.5', 'cm2']","['Single', '5', 'MP']","['Single', 'VGA']","['Mediatek', 'MT6575', '(40', 'nm)']","['4GB', '512MB', 'RAM']","['Removable', 'Li-Ion', '1400', 'mAh', 'battery']",NaN
138,alcatel,Evolve 2,"['4.0', 'inches,', '45.5', 'cm2']","['Single', '5', 'MP']","['Single', 'VGA']",NaN,"['4GB', '512MB', 'RAM']","['Removable', 'Li-Ion', '1400', 'mAh', 'battery']","['About', '70', 'EUR']"
139,alcatel,Fierce,"['4.5', 'inches,', '55.8', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', 'VGA']","['Mediatek', 'MT6589', '(28', 'nm)']","['4GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '1800', 'mAh', 'battery']","['About', '60', 'EUR']"
140,alcatel,Fierce 2,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', 'VGA']",NaN,"['4GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2000', 'mAh', 'battery']","['About', '110', 'EUR']"
141,alcatel,Fierce 4,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '5', 'MP']","['Qualcomm', 'MSM8909', 'Snapdragon', '210', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['Non-removable', 'Li-Ion', '2500', 'mAh', 'battery']","['About', '90', 'EUR']"
142,alcatel,Fierce XL,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '2', 'MP']","['Qualcomm', 'MSM8909', 'Snapdragon', '210', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['Non-removable', 'Li-Ion', '2500', 'mAh', 'battery']",NaN
143,alcatel,Fierce XL (Windows),"['5.5', 'inches,', '83.4', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '2', 'MP']","['Qualcomm', 'MSM8909', 'Snapdragon', '210', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['Non-removable', 'Li-Ion', '2500', 'mAh', 'battery']",NaN
144,alcatel,Fire 7,"['7.0', 'inches,', '135.1', 'cm2']","['Single', 'VGA']","['Single', 'VGA']",NaN,NaN,"['Non-removable', 'Li-Ion', 'battery']",NaN
145,alcatel,Fire C,"['3.5', 'inches,', '36.5', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,"['4GB', '512MB', 'RAM']","['Removable', 'Li-Ion', '1300', 'mAh', 'battery']","['About', '80', 'EUR']"
146,alcatel,Fire C 2G,"['3.5', 'inches,', '36.5', 'cm2']","['Single', '1.3', 'MP']","['Single', 'VGA,', 'optional/operator', 'dependent']","['Spreadtrum', '6821']","['256MB', 'ROM,', '128MB', 'RAM']","['Removable', 'Li-Ion', '1000', 'mAh', 'battery']","['About', '30', 'EUR']"
147,alcatel,Fire E,"['4.5', 'inches,', '55.8', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', 'VGA']",NaN,"['4GB', '512MB', 'RAM']","['Removable', 'Li-Ion', '1700', 'mAh', 'battery']",NaN
148,alcatel,Fire S,"['4.5', 'inches,', '55.8', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', '2', 'MP']",NaN,"['4GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2000', 'mAh', 'battery']","['About', '70', 'EUR']"
149,alcatel,Flash,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '13', 'MP,', 'AF']","['Single', '5', 'MP']","['Mediatek', 'MT6592M', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '3200', 'mAh', 'battery']",NaN
150,alcatel,Flash (2017),"['5.5', 'inches,', '83.4', 'cm2']","['Single', '13', 'MP,', 'f/2.0,', '1/3"",', '1.12µm,', 'PDAF', '13', 'MP', 'B/W,', 'f/...']","['Dual', '8', 'MP,', 'f/2.0,', 'AF', '5', 'MP,', 'depth', 'sensor']","['Mediatek', 'MT6797', 'Helio', 'X20', '(20', 'nm)']","['32GB', '3GB', 'RAM']","['Non-removable', 'Li-Ion', '3100', 'mAh', 'battery']",NaN
151,alcatel,Flash 2,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '13', 'MP,', 'f/2.0,', 'PDAF']","['Single', '5', 'MP']","['Mediatek', 'MT6753', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['Non-removable', 'Li-Ion', '3000', 'mAh', 'battery']",NaN
152,alcatel,Flash Plus,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '13', 'MP,', 'AF']","['Single', '8', 'MP,', 'AF']","['Mediatek', 'MT6752M']","['16GB', '2GB', 'RAM']","['Non-removable', 'Li-Ion', '3500', 'mAh', 'battery']",NaN
153,alcatel,Flash Plus 2,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '13', 'MP,', 'f/2.0,', '1/3"",', '1.12µm,', 'PDAF']","['Single', '5', 'MP']","['Mediatek', 'MT6755', 'Helio', 'P10', '(28', 'nm)']","['16GB', '2GB', 'RAM,', '32GB', '3GB', 'RAM']","['Non-removable', 'Li-Ion', '3000', 'mAh', 'battery']","['About', '130', 'EUR']"
154,alcatel,Go Play,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '5', 'MP']","['Qualcomm', 'MSM8916', 'Snapdragon', '410', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2500', 'mAh', 'battery']",NaN
155,alcatel,GO Watch,"['1.22', 'inches,', '4.7', 'cm2']",NaN,NaN,"['STM', '429']","['8MB', 'RAM']","['Non-removable', 'Li-Ion', '225', 'mAh', 'battery']",NaN
156,alcatel,HC 1000,['NaN'],NaN,NaN,NaN,NaN,"['Removable', 'NiMH', '600', 'mAh', 'battery']",NaN
157,alcatel,HC 800,['NaN'],NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', 'battery']",NaN
158,alcatel,Hero,"['6.0', 'inches,', '99.2', 'cm2']","['Single', '13', 'MP,', 'AF']","['Single', '2', 'MP']","['Mediatek', 'MT6589', '(28', 'nm)']","['8GB', '(single', 'SIM)/', '16GB', '(dual', 'SIM),', '2GB', 'RAM']","['Non-removable', 'Li-Ion', '3400', 'mAh', 'battery']",NaN
159,alcatel,Hero 2,"['6.0', 'inches,', '99.2', 'cm2']","['Single', '13.1', 'MP,', 'AF,', 'OIS']","['Single', '5', 'MP']","['Mediatek', 'MT8392', '(28', 'nm)']","['16GB', '(12.9GB', 'user', 'available),', '2GB', 'RAM']","['Non-removable', 'Li-Ion', '3100', 'mAh', 'battery']","['About', '370', 'EUR']"
160,alcatel,Hero 8,"['8.0', 'inches,', '185.6', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', '2', 'MP']","['Mediatek', 'MT8392', '(28', 'nm)']","['8GB', '2GB', 'RAM,', '16GB', '2GB', 'RAM,', '32GB', '2GB', 'RAM']","['Non-removable', 'Li-Ion', '4060', 'mAh', 'battery']","['About', '460', 'EUR']"
161,alcatel,Idol 2,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '2', 'MP']",NaN,"['8GB', '1GB', 'RAM', '(SS),', '16GB', '1GB', 'RAM', '(DS)']","['Non-removable', 'Li-Ion', '2000', 'mAh', 'battery']","['About', '280', 'EUR']"
162,alcatel,Idol 2 Mini,"['4.5', 'inches,', '55.8', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', 'VGA']",NaN,"['4GB', '1GB', 'RAM', '(SS),', '8GB', '1GB', 'RAM', '(DS)']","['Non-removable', 'Li-Ion', '1700', 'mAh', 'battery']",NaN
163,alcatel,Idol 2 Mini S,"['4.5', 'inches,', '55.8', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '2', 'MP']",NaN,"['4GB', '1GB', 'RAM', '(6036A,6036X),', '8GB', '1GB', 'RAM', '(6036Y)']","['Non-removable', 'Li-Ion', '2000', 'mAh', 'battery']",NaN
164,alcatel,Idol 2 S,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '1.3', 'MP']",NaN,"['8GB', '1GB', 'RAM']","['Non-removable', 'Li-Ion', '2150', 'mAh', 'battery']",NaN
165,alcatel,Idol 3 (4.7),"['4.7', 'inches,', '60.9', 'cm2']","['Single', '13', 'MP,', 'f/2.0,', '1/3"",', '1.12µm,', 'AF']","['Single', '5', 'MP']","['Qualcomm', 'MSM8916', 'Snapdragon', '410', '(28', 'nm)']","['8GB', '1.5GB', 'RAM,', '16GB', '1.5GB', 'RAM', '(DS)']","['Non-removable', 'Li-Ion', '2000', 'mAh', 'battery']","['About', '280', 'EUR']"
166,alcatel,Idol 3 (5.5),"['5.5', 'inches,', '83.4', 'cm2']","['Single', '13', 'MP,', 'f/2.0,', '1/3"",', '1.12µm,', 'AF']","['Single', '8', 'MP']","['Qualcomm', 'MSM8939', 'Snapdragon', '615', '(28', 'nm)']","['16GB', '2GB', 'RAM,', '32GB', '2GB', 'RAM', '(DS)']","['Non-removable', 'Li-Ion', '2910', 'mAh', 'battery']",NaN
167,alcatel,Idol 3C,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '13', 'MP,', 'AF']","['Single', '8', 'MP']","['Qualcomm', 'MSM8939', 'Snapdragon', '615', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['Non-removable', 'Li-Ion', '2910', 'mAh', 'battery']",NaN
168,alcatel,Idol 4,"['5.2', 'inches,', '74.5', 'cm2']","['Single', '13', 'MP,', 'f/2.0,', 'PDAF']","['Single', '8', 'MP']","['Qualcomm', 'MSM8952', 'Snapdragon', '617', '(28', 'nm)']","['16GB', '2GB', 'RAM', '(6055Y,6055K),', '16GB', '3GB', 'RAM', '(6055...']","['Non-removable', 'Li-Ion', '2610', 'mAh', 'battery']",NaN
169,alcatel,Idol 4s,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '16', 'MP,', 'f/2.0,', 'PDAF']","['Single', '8', 'MP']","['Qualcomm', 'MSM8976', 'Snapdragon', '652', '(28', 'nm)']","['32GB', '3GB', 'RAM']","['Non-removable', 'Li-Ion', '3000', 'mAh', 'battery']",NaN
170,alcatel,Idol 4s Windows,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '21', 'MP,', 'PDAF']","['Single', '8', 'MP']","['Qualcomm', 'MSM8996', 'Snapdragon', '820', '(14', 'nm)']","['64GB', '4GB', 'RAM']","['Non-removable', 'Li-Ion', '3000', 'mAh', 'battery']",NaN
171,alcatel,Idol 5,"['5.2', 'inches,', '74.9', 'cm2']","['Single', '13', 'MP,', 'f/2.0,', '1/3"",', '1.12µm,', 'PDAF']","['Single', '5', 'MP,', 'f/2.4,', '1/5"",', '1.12µm']","['Mediatek', 'MT6753', '(28', 'nm)']","['16GB', '3GB', 'RAM']","['Non-removable', 'Li-Ion', '2800', 'mAh', 'battery']","['About', '200', 'EUR']"
172,alcatel,Idol 5s,"['5.2', 'inches,', '74.5', 'cm2']","['Single', '12', 'MP,', 'f/2.0,', '1/2.8"",', '1.25µm,', 'PDAF']","['Single', '8', 'MP,', 'f/2.0,', '1/3.2"",', '1.4µm']","['Mediatek', 'MT6757', 'Helio', 'P20', '(16', 'nm)']","['32GB', '3GB', 'RAM']","['Non-removable', 'Li-Ion', '2850', 'mAh', 'battery']",NaN
173,alcatel,Idol 5s (USA),"['5.2', 'inches,', '74.5', 'cm2']","['Single', '12', 'MP,', 'f/2.0,', '1/2.8"",', '1.25µm,', 'PDAF']","['Single', '8', 'MP,', 'f/2.0,', '1/3.2"",', '1.4µm']","['Qualcomm', 'MSM8953', 'Snapdragon', '625', '(14', 'nm)']","['32GB', '3GB', 'RAM']","['Non-removable', 'Li-Ion', '2620', 'mAh', 'battery']","['About', '140', 'EUR']"
174,alcatel,Idol Alpha,"['4.7', 'inches,', '60.9', 'cm2']","['Single', '13', 'MP,', 'AF']","['Single', '1.3', 'MP']","['Mediatek', 'MT6589', '(28', 'nm)']","['16GB', '1GB', 'RAM']","['Non-removable', 'Li-Ion', '2000', 'mAh', 'battery']","['About', '250', 'USD']"
